order_id,account_id,company,status,currency,subtotal,tax,total,created_at
512,12488,Thomas-Preston,paid,GBP,9332.0,1866.4,11198.4,2026-03-03T20:11:15.730328Z
513,12157,Anderson PLC,created,USD,2587.0,181.09,2768.09,2026-03-03T20:11:15.781506Z
514,56943,Chen and Sons,confirmed,USD,928.92,65.02,993.94,2026-03-03T20:11:15.873505Z
515,31584,Frye-Hardin,paid,USD,0.05,0.0,0.05,2026-03-03T20:11:15.918278Z
516,41203,"Norton, Cunningham and Serrano",created,USD,3070.15,214.91,3285.06,2026-03-03T20:11:46.208472Z
517,66613,"Odom, Powell and Gonzalez",invoiced,EUR,7836.04,1567.21,9403.25,2026-03-03T20:11:16.044625Z
518,58720,"Kelly, Armstrong and Palmer",invoiced,USD,497.72,34.84,532.56,2026-03-03T20:11:16.027221Z
519,89095,Johnson-Rivera,paid,EUR,1.76,0.35,2.11,2026-03-03T20:11:16.086013Z
520,11781,Huynh Group,created,USD,8358.0,585.06,8943.06,2026-03-03T20:11:16.196736Z
521,23086,Garrison LLC,paid,EUR,3.89,0.78,4.67,2026-03-03T20:11:16.269500Z
522,20045,Hughes PLC,created,GBP,4.56,0.91,5.47,2026-03-03T20:11:16.328451Z
523,99642,"Zuniga, Ballard and Bennett",confirmed,GBP,2.57,0.51,3.08,2026-03-03T20:11:46.184857Z
524,39531,Ray Group,confirmed,GBP,1.92,0.38,2.3,2026-03-03T20:11:16.404292Z
525,81511,Wells and Sons,paid,GBP,15981.68,3196.34,19178.02,2026-03-03T20:11:16.498022Z
526,30143,Lopez LLC,created,USD,19976.2,1398.33,21374.53,2026-03-03T20:11:13.873313Z
527,66844,Rhodes-Nunez,invoiced,EUR,7562.12,1512.42,9074.54,2026-03-03T20:11:16.615284Z
528,17434,"Torres, Salas and Freeman",invoiced,USD,4851.03,339.57,5190.6,2026-03-03T20:11:16.669370Z
529,95212,Manning and Sons,created,GBP,10400.0,2080.0,12480.0,2026-03-03T20:11:16.683304Z
530,53100,Francis PLC,confirmed,USD,1783.19,124.82,1908.01,2026-03-03T20:11:16.742751Z
531,99491,Chaney Group,invoiced,USD,1.91,0.13,2.04,2026-03-03T20:11:46.287127Z
532,37483,"Montgomery, Davis and Freeman",created,EUR,14382.0,2876.4,17258.4,2026-03-03T20:11:16.803312Z
533,59493,Vazquez LLC,created,GBP,1.91,0.38,2.29,2026-03-03T20:11:16.923021Z
534,65351,"Gonzalez, Black and Wright",invoiced,USD,873.76,61.16,934.92,2026-03-03T20:11:16.990747Z
535,28451,Myers-Fitzpatrick,paid,EUR,2.8,0.56,3.36,2026-03-03T20:11:17.012979Z
536,35064,"Patel, Grimes and Smith",invoiced,EUR,0.15,0.03,0.18,2026-03-03T20:11:17.080702Z
537,68224,Walker Group,confirmed,EUR,28764.0,5752.8,34516.8,2026-03-03T20:11:17.133650Z
538,45497,Williams-Ross,created,GBP,2.21,0.44,2.65,2026-03-03T20:11:17.131883Z
539,48871,Potter Ltd,invoiced,USD,3.36,0.24,3.6,2026-03-03T20:11:17.188849Z
540,90368,"Barnett, Johnson and Flores",created,EUR,27966.03,5593.21,33559.24,2026-03-03T20:11:17.270577Z
541,57016,Mcdonald and Sons,paid,EUR,9950.01,1990.0,11940.01,2026-03-03T20:11:17.356671Z
542,72988,Martin and Sons,invoiced,GBP,1685.0,337.0,2022.0,2026-03-03T20:11:17.389720Z
543,94141,Davis Ltd,paid,USD,60724.0,4250.68,64974.68,2026-03-03T20:11:17.475091Z
544,97231,Rodriguez-Carr,paid,USD,1247.1,87.3,1334.4,2026-03-03T20:11:17.472956Z
545,38167,"Mcclain, Blackwell and Day",paid,GBP,2871.51,574.3,3445.81,2026-03-03T20:11:46.337263Z
546,11857,Sanders-English,created,GBP,10372.0,2074.4,12446.4,2026-03-03T20:11:17.590283Z
547,15944,Warner LLC,invoiced,USD,11.68,0.82,12.5,2026-03-03T20:11:17.726231Z
548,14428,Wagner and Sons,created,GBP,1392.32,278.46,1670.78,2026-03-03T20:11:17.728221Z
549,94868,Harrison Ltd,invoiced,USD,25568.0,1789.76,27357.76,2026-03-03T20:11:17.809040Z
550,71858,Harris-Wood,created,GBP,3184.0,636.8,3820.8,2026-03-03T20:11:17.889770Z
551,77129,"Powers, Montoya and Smith",invoiced,GBP,31161.0,6232.2,37393.2,2026-03-03T20:11:17.899429Z
552,12782,"Jones, Mason and Potter",paid,USD,986.0,69.02,1055.02,2026-03-03T20:11:17.937638Z
553,71845,Gibson Group,invoiced,EUR,3.84,0.77,4.61,2026-03-03T20:11:20.738524Z
554,77550,Thompson-Ward,created,GBP,3.53,0.71,4.24,2026-03-03T20:11:18.108609Z
555,35342,Martin-Hoffman,invoiced,USD,2673.82,187.17,2860.99,2026-03-03T20:11:18.161124Z
556,71967,Lutz PLC,created,GBP,4976.85,995.37,5972.22,2026-03-03T20:11:18.243254Z
557,13232,"Garcia, Grant and Schroeder",created,GBP,9380.0,1876.0,11256.0,2026-03-03T20:11:50.898933Z
558,60674,Gardner-Stone,confirmed,GBP,1.26,0.25,1.51,2026-03-03T20:11:18.384747Z
559,12034,"Mckee, Salinas and Riddle",confirmed,EUR,15181.0,3036.2,18217.2,2026-03-03T20:11:18.379671Z
560,93682,Alvarez Group,invoiced,EUR,8789.98,1758.0,10547.98,2026-03-03T20:11:18.440526Z
561,87669,"Gonzalez, Castro and Gonzalez",paid,USD,6766.0,473.62,7239.62,2026-03-03T20:11:18.545261Z
562,58451,"Melton, Khan and Wilson",created,EUR,1188.72,237.74,1426.46,2026-03-03T20:11:18.573773Z
563,78418,"Booth, Turner and Smith",confirmed,USD,57700.0,4039.0,61739.0,2026-03-03T20:11:18.653486Z
564,48184,Haynes Inc,paid,EUR,1791.0,358.2,2149.2,2026-03-03T20:11:46.489840Z
565,93162,Lang-Downs,paid,EUR,2189.0,437.8,2626.8,2026-03-03T20:11:18.779861Z
566,73644,"Dorsey, Parker and Travis",paid,EUR,33004.0,6600.8,39604.8,2026-03-03T20:11:18.796371Z
567,28644,Alvarez-Boyer,created,EUR,754.46,150.89,905.35,2026-03-03T20:11:18.830251Z
568,23370,Medina Group,paid,USD,1598.0,111.86,1709.86,2026-03-03T20:11:18.906393Z
569,91155,"Brown, Brown and Baker",confirmed,GBP,3.85,0.77,4.62,2026-03-03T20:11:18.947376Z
570,19993,Smith Inc,created,EUR,9942.0,1988.4,11930.4,2026-03-03T20:11:19.023043Z
571,30002,Delacruz-Montgomery,confirmed,EUR,7761.61,1552.32,9313.93,2026-03-03T20:11:19.061001Z
572,37953,Stark-Hill,invoiced,EUR,841.0,168.2,1009.2,2026-03-03T20:11:19.167637Z
573,95317,Bender-Brown,invoiced,EUR,39151.34,7830.27,46981.61,2026-03-03T20:11:19.160763Z
574,50791,"Dunn, Garcia and Hall",confirmed,USD,27966.39,1957.65,29924.04,2026-03-03T20:11:19.258482Z
575,49964,"Durham, Trujillo and Pennington",created,EUR,0.57,0.11,0.68,2026-03-03T20:11:19.307284Z
576,87018,Gonzalez-Watkins,created,GBP,31126.06,6225.21,37351.27,2026-03-03T20:11:19.372177Z
577,61331,Miles-Peterson,created,EUR,1.39,0.28,1.67,2026-03-03T20:11:19.350832Z
578,48042,Lambert Ltd,invoiced,USD,0.74,0.05,0.79,2026-03-03T20:11:19.480832Z
579,51425,Colon-Bowen,confirmed,GBP,527.84,105.57,633.41,2026-03-03T20:11:19.531909Z
580,78639,"Phillips, Guerra and Faulkner",invoiced,USD,1276.13,89.33,1365.46,2026-03-03T20:11:19.575856Z
581,10906,Mitchell Group,confirmed,EUR,319.0,63.8,382.8,2026-03-03T20:11:19.641870Z
582,36855,"Ewing, Randall and Greer",confirmed,EUR,20774.0,4154.8,24928.8,2026-03-03T20:11:19.636033Z
583,80512,Roberts and Sons,confirmed,EUR,4663.0,932.6,5595.6,2026-03-03T20:11:19.683794Z
584,88071,"King, Jones and Phillips",invoiced,GBP,8159.18,1631.84,9791.02,2026-03-03T20:11:46.595174Z
585,18181,Cortez and Sons,paid,USD,7363.57,515.45,7879.02,2026-03-03T20:11:19.822643Z
586,45869,Wolf PLC,created,GBP,0.39,0.08,0.47,2026-03-03T20:11:19.854387Z
587,52672,Pearson PLC,invoiced,GBP,0.46,0.09,0.55,2026-03-03T20:11:19.938020Z
588,62669,Robinson-Meadows,paid,GBP,2350.32,470.06,2820.38,2026-03-03T20:11:20.004058Z
589,25816,Schneider-Roberts,paid,GBP,13497.0,2699.4,16196.4,2026-03-03T20:11:20.098742Z
590,13291,Ryan Group,confirmed,EUR,4953.41,990.68,5944.09,2026-03-03T20:11:20.087959Z
591,81917,Hunter-Ramos,paid,GBP,928.0,185.6,1113.6,2026-03-03T20:11:20.144844Z
592,19519,Duffy-Martin,confirmed,GBP,3579.0,715.8,4294.8,2026-03-03T20:11:20.257245Z
593,51341,Cooper-Glover,created,GBP,0.09,0.02,0.11,2026-03-03T20:11:20.288134Z
594,26484,Vega-Lee,paid,USD,1713.72,119.96,1833.68,2026-03-03T20:11:46.626000Z
595,56613,Day-Simon,paid,USD,1421.0,99.47,1520.47,2026-03-03T20:11:23.042505Z
596,62988,Pennington and Sons,created,EUR,3383.0,676.6,4059.6,2026-03-03T20:11:20.434170Z
597,23307,Scott Inc,confirmed,EUR,3982.0,796.4,4778.4,2026-03-03T20:11:46.726324Z
598,23038,"Quinn, Holmes and Conley",invoiced,EUR,0.04,0.01,0.05,2026-03-03T20:11:20.590781Z
599,14353,Martinez-Hamilton,paid,GBP,38353.84,7670.77,46024.61,2026-03-03T20:11:20.593021Z
600,44680,Chen-Hernandez,invoiced,GBP,0.64,0.13,0.77,2026-03-03T20:11:20.708074Z
601,35253,"Bradley, Navarro and Rodriguez",confirmed,EUR,4.71,0.94,5.65,2026-03-03T20:11:18.009790Z
602,62596,Cook Ltd,confirmed,USD,0.23,0.02,0.25,2026-03-03T20:11:20.742176Z
603,31600,"Carroll, Griffin and Lane",paid,USD,900.13,63.01,963.14,2026-03-03T20:11:43.722779Z
604,18403,Pruitt LLC,invoiced,USD,1015.0,71.05,1086.05,2026-03-03T20:11:20.821244Z
605,32573,"Morse, Payne and Garcia",confirmed,GBP,0.16,0.03,0.19,2026-03-03T20:11:20.927228Z
606,17392,Wade-Keller,confirmed,USD,23164.0,1621.48,24785.48,2026-03-03T20:11:20.992949Z
607,20252,Anderson Inc,paid,EUR,0.56,0.11,0.67,2026-03-03T20:11:20.998292Z
608,27212,"Dyer, Mccarthy and Washington",invoiced,USD,2.62,0.18,2.8,2026-03-03T20:11:21.021815Z
609,92562,"Parker, Thompson and Holland",confirmed,EUR,19176.7,3835.34,23012.04,2026-03-03T20:11:46.780148Z
610,68303,Parker-Ewing,paid,GBP,1363.32,272.66,1635.98,2026-03-03T20:11:21.167910Z
611,81255,Soto-Ashley,confirmed,EUR,6831.46,1366.29,8197.75,2026-03-03T20:11:21.202793Z
612,39506,Ayala PLC,confirmed,EUR,31960.53,6392.11,38352.64,2026-03-03T20:11:21.311449Z
613,46338,French PLC,paid,GBP,0.28,0.06,0.34,2026-03-03T20:11:21.355085Z
614,43272,Morrison and Sons,invoiced,USD,10389.42,727.26,11116.68,2026-03-03T20:11:21.382370Z
615,40287,Jones-Douglas,invoiced,USD,0.08,0.01,0.09,2026-03-03T20:11:21.470168Z
616,13497,"West, Montoya and White",invoiced,EUR,0.69,0.14,0.83,2026-03-03T20:11:21.539743Z
617,72079,Salas-Flores,paid,EUR,1194.0,238.8,1432.8,2026-03-03T20:11:21.543744Z
618,70260,"Vance, Alexander and Edwards",paid,EUR,0.71,0.14,0.85,2026-03-03T20:11:46.797161Z
619,76690,Singh Group,confirmed,GBP,0.22,0.04,0.26,2026-03-03T20:11:21.669424Z
620,39283,Romero-Franklin,confirmed,EUR,9261.0,1852.2,11113.2,2026-03-03T20:11:21.762150Z
621,51195,"Hanson, Howard and Pitts",confirmed,EUR,11330.33,2266.07,13596.4,2026-03-03T20:11:21.808652Z
622,48745,Pollard Group,paid,USD,14248.0,997.36,15245.36,2026-03-03T20:11:21.803490Z
623,15930,Jackson-Brown,invoiced,EUR,36754.0,7350.8,44104.8,2026-03-03T20:11:21.888081Z
624,34798,Sanchez LLC,paid,GBP,5572.87,1114.57,6687.44,2026-03-03T20:11:21.915157Z
625,63591,George-Velazquez,paid,EUR,2.02,0.4,2.42,2026-03-03T20:11:21.999421Z
626,57903,Walker Ltd,created,GBP,15182.96,3036.59,18219.55,2026-03-03T20:11:46.868754Z
627,42883,"Matthews, Martinez and Smith",created,EUR,2.64,0.53,3.17,2026-03-03T20:11:22.126723Z
628,62088,Pierce Ltd,paid,GBP,19176.3,3835.26,23011.56,2026-03-03T20:11:22.215011Z
629,17075,Burns-Frost,confirmed,USD,3.68,0.26,3.94,2026-03-03T20:11:22.262523Z
630,69668,Middleton Inc,created,EUR,38700.57,7740.11,46440.68,2026-03-03T20:11:22.284515Z
631,47120,Bradford-Thompson,paid,EUR,17579.35,3515.87,21095.22,2026-03-03T20:11:22.365637Z
632,58125,Arroyo Inc,created,USD,0.15,0.01,0.16,2026-03-03T20:11:46.891034Z
633,15828,Mooney-Monroe,invoiced,GBP,3184.0,636.8,3820.8,2026-03-03T20:11:22.438779Z
634,26742,Banks Inc,invoiced,USD,49538.0,3467.66,53005.66,2026-03-03T20:11:22.509010Z
635,55298,Strickland-Matthews,created,USD,2179.14,152.54,2331.68,2026-03-03T20:11:22.557089Z
636,36188,Thompson PLC,invoiced,GBP,1.7,0.34,2.04,2026-03-03T20:11:22.595346Z
637,74363,Adams and Sons,invoiced,GBP,3582.0,716.4,4298.4,2026-03-03T20:11:22.631637Z
638,92719,Kennedy LLC,paid,EUR,0.04,0.01,0.05,2026-03-03T20:11:22.716287Z
639,90515,Sutton-Thomas,created,USD,4577.0,320.39,4897.39,2026-03-03T20:11:22.742371Z
640,12375,"Bryant, Brown and Wolf",created,USD,31324.0,2192.68,33516.68,2026-03-03T20:11:22.806529Z
641,60102,Silva Group,paid,USD,6.04,0.42,6.46,2026-03-03T20:11:22.911496Z
642,96567,Grimes-Wagner,confirmed,EUR,0.41,0.08,0.49,2026-03-03T20:11:22.944429Z
643,82170,Gallagher-Peterson,invoiced,USD,2.32,0.16,2.48,2026-03-03T20:11:46.977594Z
644,73649,Reynolds-Rodriguez,confirmed,EUR,1791.27,358.25,2149.52,2026-03-03T20:11:20.428676Z
645,35842,"Hernandez, Parsons and Campbell",confirmed,USD,16966.0,1187.62,18153.62,2026-03-03T20:11:23.135239Z
646,85061,"French, Simon and Gilbert",confirmed,EUR,0.47,0.09,0.56,2026-03-03T20:11:23.225524Z
647,96321,"Reed, Jones and Reyes",paid,USD,1422.02,99.54,1521.56,2026-03-03T20:11:23.232246Z
648,94148,Duncan PLC,paid,EUR,728.12,145.62,873.74,2026-03-03T20:11:46.990301Z
649,57021,Kelly PLC,confirmed,USD,2.05,0.14,2.19,2026-03-03T20:11:26.112696Z
650,51144,"Sutton, Beard and Cole",confirmed,EUR,198.0,39.6,237.6,2026-03-03T20:11:23.377659Z
651,15724,"Anderson, Johnson and Holt",paid,USD,8793.96,615.58,9409.54,2026-03-03T20:11:23.441165Z
652,28858,"Lane, Schmidt and Allison",created,GBP,1990.0,398.0,2388.0,2026-03-03T20:11:47.022237Z
653,74661,"Jackson, Camacho and Ramos",created,EUR,39950.1,7990.02,47940.12,2026-03-03T20:11:23.578999Z
654,96487,"Cruz, Edwards and Fields",invoiced,USD,31161.48,2181.3,33342.78,2026-03-03T20:11:23.665508Z
655,14756,Mitchell Inc,paid,USD,4.0,0.28,4.28,2026-03-03T20:11:23.686232Z
656,97242,"Jennings, Duncan and Williams",paid,EUR,25731.0,5146.2,30877.2,2026-03-03T20:11:23.752776Z
657,88005,Mccormick-Stewart,confirmed,GBP,8046.66,1609.33,9655.99,2026-03-03T20:11:23.757960Z
658,30037,Brown-Stone,paid,USD,669.46,46.86,716.32,2026-03-03T20:11:23.853036Z
659,48296,Lee-Malone,paid,USD,33035.8,2312.51,35348.31,2026-03-03T20:11:49.800392Z
660,12114,"Davidson, Gray and Rivers",confirmed,EUR,4851.0,970.2,5821.2,2026-03-03T20:11:23.938856Z
661,32905,Collins-Miller,invoiced,GBP,3170.08,634.02,3804.1,2026-03-03T20:11:24.042404Z
662,93177,Johnson LLC,created,GBP,899.0,179.8,1078.8,2026-03-03T20:11:24.067899Z
663,90547,Ramos Ltd,invoiced,GBP,3917.96,783.59,4701.55,2026-03-03T20:11:24.111682Z
664,77433,Mahoney-Garner,invoiced,USD,21573.0,1510.11,23083.11,2026-03-03T20:11:47.496412Z
665,78321,"Perez, Wallace and Perez",created,GBP,1.68,0.34,2.02,2026-03-03T20:11:24.230969Z
666,69784,Hamilton-Mason,confirmed,EUR,1.69,0.34,2.03,2026-03-03T20:11:24.282564Z
667,23523,"Hamilton, Butler and Collins",paid,EUR,3.26,0.65,3.91,2026-03-03T20:11:47.155653Z
668,70558,Smith and Sons,paid,GBP,26367.0,5273.4,31640.4,2026-03-03T20:11:47.224197Z
669,49566,"Meyer, Schneider and Turner",created,EUR,0.55,0.11,0.66,2026-03-03T20:11:24.465101Z
670,84047,Mclaughlin-Gutierrez,created,GBP,3663.3,732.66,4395.96,2026-03-03T20:11:24.535825Z
671,87003,Wall Ltd,created,USD,870.43,60.93,931.36,2026-03-03T20:11:24.643951Z
672,12332,Lewis and Sons,invoiced,USD,1488.24,104.18,1592.42,2026-03-03T20:11:24.711698Z
673,79432,Griffin-Lopez,created,EUR,0.4,0.08,0.48,2026-03-03T20:11:24.733643Z
674,63199,Miller and Sons,confirmed,GBP,1363.0,272.6,1635.6,2026-03-03T20:11:24.765310Z
675,37071,Sullivan-Avery,confirmed,USD,9592.19,671.45,10263.64,2026-03-03T20:11:27.464006Z
676,13936,"Dean, Francis and Kelley",created,USD,755.39,52.88,808.27,2026-03-03T20:11:24.876361Z
677,92493,Schneider Ltd,invoiced,EUR,5373.0,1074.6,6447.6,2026-03-03T20:11:24.966941Z
678,24385,Smith-Fuentes,invoiced,EUR,0.55,0.11,0.66,2026-03-03T20:11:24.969092Z
679,95617,"Schmidt, Hughes and Gomez",invoiced,USD,3.36,0.24,3.6,2026-03-03T20:11:25.034611Z
680,90278,York-Anderson,confirmed,USD,0.25,0.02,0.27,2026-03-03T20:11:25.103878Z
681,64237,"Stewart, Lowery and Osborne",invoiced,EUR,7966.04,1593.21,9559.25,2026-03-03T20:11:47.385434Z
682,79329,Gonzalez Inc,invoiced,GBP,1485.57,297.11,1782.68,2026-03-03T20:11:25.240573Z
683,62098,Ramirez and Sons,created,USD,12784.0,894.88,13678.88,2026-03-03T20:11:25.328028Z
684,60849,"Munoz, Galvan and Ryan",paid,EUR,0.41,0.08,0.49,2026-03-03T20:11:25.376039Z
685,49003,Sanchez LLC,confirmed,USD,1.13,0.08,1.21,2026-03-03T20:11:25.386466Z
686,78881,"Carter, Carter and Franco",created,USD,4776.0,334.32,5110.32,2026-03-03T20:11:25.479619Z
687,63164,Carson Group,confirmed,EUR,31146.28,6229.26,37375.54,2026-03-03T20:11:25.463922Z
688,45107,Montes-Wright,invoiced,EUR,12537.0,2507.4,15044.4,2026-03-03T20:11:25.573071Z
689,89752,Shields Inc,created,EUR,1711.0,342.2,2053.2,2026-03-03T20:11:47.441521Z
690,52797,"Ford, White and Cortez",paid,EUR,17581.47,3516.29,21097.76,2026-03-03T20:11:25.705845Z
691,29672,Garcia LLC,confirmed,USD,0.33,0.02,0.35,2026-03-03T20:11:25.716540Z
692,13108,"Giles, Anderson and Gibson",invoiced,GBP,37556.92,7511.38,45068.3,2026-03-03T20:11:25.807264Z
693,73151,Perkins LLC,paid,GBP,0.22,0.04,0.26,2026-03-03T20:11:25.822737Z
694,71670,Townsend-Garcia,paid,EUR,1287.0,257.4,1544.4,2026-03-03T20:11:25.920501Z
695,53440,"Sanchez, Atkins and Kelley",confirmed,GBP,0.66,0.13,0.79,2026-03-03T20:11:25.993942Z
696,31980,Hogan Ltd,confirmed,GBP,9952.16,1990.43,11942.59,2026-03-03T20:11:26.057590Z
697,27928,"Brown, Mejia and Fuentes",created,EUR,12935.0,2587.0,15522.0,2026-03-03T20:11:23.320792Z
698,57386,Rangel-Gonzales,paid,GBP,4883.14,976.63,5859.77,2026-03-03T20:11:26.077651Z
699,58107,Pruitt Ltd,paid,GBP,3764.15,752.83,4516.98,2026-03-03T20:11:26.177358Z
700,31786,West and Sons,confirmed,USD,5229.0,366.03,5595.03,2026-03-03T20:11:26.227687Z
701,46645,Garcia-Buchanan,invoiced,EUR,200.04,40.01,240.05,2026-03-03T20:11:29.007263Z
702,24180,Johnson LLC,paid,USD,1161.23,81.29,1242.52,2026-03-03T20:11:26.297777Z
703,16570,Moore-Bonilla,invoiced,GBP,2397.64,479.53,2877.17,2026-03-03T20:11:26.387436Z
704,91609,Robbins-Knight,confirmed,USD,3.81,0.27,4.08,2026-03-03T20:11:26.442304Z
705,44004,Phillips Ltd,confirmed,EUR,5635.0,1127.0,6762.0,2026-03-03T20:11:26.485660Z
706,91869,Alvarado-Moss,confirmed,USD,9246.27,647.24,9893.51,2026-03-03T20:11:26.555976Z
707,12312,"Chen, Rogers and Goodman",confirmed,GBP,1195.6,239.12,1434.72,2026-03-03T20:11:26.643636Z
708,26306,"Decker, Newman and Carter",invoiced,GBP,1247.0,249.4,1496.4,2026-03-03T20:11:26.712911Z
709,80013,"Adams, Wright and Jackson",invoiced,USD,0.32,0.02,0.34,2026-03-03T20:11:26.748006Z
710,59883,"Hawkins, Vazquez and Gonzales",invoiced,EUR,174.0,34.8,208.8,2026-03-03T20:11:26.750351Z
711,90576,Long-Coleman,confirmed,GBP,2475.0,495.0,2970.0,2026-03-03T20:11:26.827458Z
712,48209,"Porter, Miller and Simmons",confirmed,USD,5771.0,403.97,6174.97,2026-03-03T20:11:24.162406Z
713,61131,"Mitchell, Mendoza and Powell",invoiced,EUR,18377.0,3675.4,22052.4,2026-03-03T20:11:26.919469Z
714,25347,Lynn Inc,confirmed,GBP,39950.0,7990.0,47940.0,2026-03-03T20:11:26.965210Z
715,77260,Hernandez and Sons,created,EUR,2397.0,479.4,2876.4,2026-03-03T20:11:27.016965Z
716,31440,Harmon-Wright,invoiced,GBP,2186.72,437.34,2624.06,2026-03-03T20:11:27.104276Z
717,41216,"Hernandez, Carrillo and Perez",created,GBP,1598.0,319.6,1917.6,2026-03-03T20:11:24.488602Z
718,44113,"Walker, Washington and Anderson",invoiced,GBP,2189.0,437.8,2626.8,2026-03-03T20:11:27.169827Z
719,46227,"Rodriguez, White and Campbell",paid,EUR,0.18,0.04,0.22,2026-03-03T20:11:27.218577Z
720,30372,Adkins Group,invoiced,USD,34358.56,2405.1,36763.66,2026-03-03T20:11:27.335209Z
721,30103,"Gutierrez, Hodges and Cooper",confirmed,GBP,0.9,0.18,1.08,2026-03-03T20:11:27.378939Z
722,90006,"Hernandez, Torres and Patel",created,EUR,1.01,0.2,1.21,2026-03-03T20:11:27.433473Z
723,81119,Harris and Sons,confirmed,EUR,37553.0,7510.6,45063.6,2026-03-03T20:11:47.514174Z
724,48074,Love Ltd,confirmed,USD,792.0,55.44,847.44,2026-03-03T20:11:47.241999Z
725,21207,Williams-Spencer,paid,USD,47141.0,3299.87,50440.87,2026-03-03T20:11:27.614970Z
726,44515,Mullen-Ortiz,paid,EUR,35453.82,7090.76,42544.58,2026-03-03T20:11:27.659806Z
727,79196,Stone Ltd,confirmed,USD,38278.0,2679.46,40957.46,2026-03-03T20:11:27.645041Z
728,15323,Foley-Dawson,confirmed,EUR,8019.37,1603.87,9623.24,2026-03-03T20:11:27.774161Z
729,52896,Lane-Davis,confirmed,EUR,990.23,198.05,1188.28,2026-03-03T20:11:27.753483Z
730,49749,Williamson PLC,confirmed,GBP,1.5,0.3,1.8,2026-03-03T20:11:27.847666Z
731,19096,"Herrera, Olsen and Garcia",confirmed,EUR,0.61,0.12,0.73,2026-03-03T20:11:27.929848Z
732,96803,Gates Ltd,paid,USD,21573.0,1510.11,23083.11,2026-03-03T20:11:47.568792Z
733,64643,"Hayes, Saunders and Hernandez",paid,USD,8903.08,623.22,9526.3,2026-03-03T20:11:27.986178Z
734,99142,French-Pennington,created,USD,1.84,0.13,1.97,2026-03-03T20:11:28.077607Z
735,65805,Johnson Group,created,USD,51138.88,3579.72,54718.6,2026-03-03T20:11:28.164084Z
736,43160,Jones Group,invoiced,USD,3583.24,250.83,3834.07,2026-03-03T20:11:28.187753Z
737,10364,"Lopez, Lopez and Lee",confirmed,GBP,2.77,0.55,3.32,2026-03-03T20:11:28.215799Z
738,31468,Scott and Sons,paid,GBP,1131.0,226.2,1357.2,2026-03-03T20:11:28.291105Z
739,35534,"Holt, Mendoza and Lopez",confirmed,GBP,9066.12,1813.22,10879.34,2026-03-03T20:11:28.302007Z
740,85342,Wilkinson LLC,invoiced,USD,638.0,44.66,682.66,2026-03-03T20:11:28.385262Z
741,38945,"Hardy, Smith and Fisher",created,GBP,1334.0,266.8,1600.8,2026-03-03T20:11:28.446429Z
742,64408,Taylor-Aguilar,confirmed,USD,1980.41,138.63,2119.04,2026-03-03T20:11:28.553681Z
743,47229,"Proctor, Johnson and Coleman",created,USD,1.68,0.12,1.8,2026-03-03T20:11:28.611016Z
744,50497,"Roth, Meyer and Guerra",invoiced,GBP,35955.0,7191.0,43146.0,2026-03-03T20:11:28.615739Z
745,38912,"Contreras, Richardson and Whitehead",paid,USD,1995.44,139.68,2135.12,2026-03-03T20:11:28.676574Z
746,65547,"Moore, Gibbs and Cunningham",confirmed,USD,27552.22,1928.66,29480.88,2026-03-03T20:11:47.581112Z
747,49128,"Wilson, West and Roberts",invoiced,GBP,7439.44,1487.89,8927.33,2026-03-03T20:11:28.837947Z
748,19369,Herring LLC,invoiced,EUR,8957.62,1791.52,10749.14,2026-03-03T20:11:28.914101Z
749,69757,"Davenport, Fischer and Jackson",confirmed,GBP,0.25,0.05,0.3,2026-03-03T20:11:28.972994Z
750,52822,Taylor-Allen,invoiced,GBP,5192.2,1038.44,6230.64,2026-03-03T20:11:26.328757Z
751,78157,Davies LLC,invoiced,GBP,0.21,0.04,0.25,2026-03-03T20:11:29.018316Z
752,77690,"Johnson, Kent and Long",paid,EUR,145.0,29.0,174.0,2026-03-03T20:11:29.111497Z
753,57824,Hendricks LLC,paid,USD,0.07,0.0,0.07,2026-03-03T20:11:29.184263Z
754,33511,"Jimenez, Taylor and Henson",confirmed,EUR,15182.28,3036.46,18218.74,2026-03-03T20:11:29.187326Z
755,78326,Cook-Brown,paid,EUR,2.99,0.6,3.59,2026-03-03T20:11:29.260973Z
756,70187,Williamson-Franklin,paid,EUR,148.84,29.77,178.61,2026-03-03T20:11:47.634333Z
757,61955,"Lopez, Lee and Cervantes",paid,EUR,8557.0,1711.4,10268.4,2026-03-03T20:11:29.430702Z
758,53421,Cervantes PLC,created,GBP,25189.0,5037.8,30226.8,2026-03-03T20:11:29.438670Z
759,17739,"Jones, Velazquez and Logan",paid,USD,1.23,0.09,1.32,2026-03-03T20:11:47.754509Z
760,27586,Atkins Inc,paid,EUR,199.0,39.8,238.8,2026-03-03T20:11:29.597180Z
761,39496,"Norman, Walker and Scott",paid,GBP,0.04,0.01,0.05,2026-03-03T20:11:29.648233Z
762,93240,Zavala-Price,invoiced,EUR,4.34,0.87,5.21,2026-03-03T20:11:29.686466Z
763,91371,Waller Inc,paid,USD,5971.77,418.02,6389.79,2026-03-03T20:11:29.737539Z
764,97588,Jones Group,created,GBP,3.22,0.64,3.86,2026-03-03T20:11:29.793451Z
765,14389,Sanchez-Hill,confirmed,GBP,1393.0,278.6,1671.6,2026-03-03T20:11:47.751232Z
766,46492,Bailey LLC,paid,USD,3482.0,243.74,3725.74,2026-03-03T20:11:29.891835Z
